NAME,DP05_0025E,DP05_0015PE,DP05_0020E,,DP03_0107E,DP03_0107PE,DP03_0062E,DP03_0112PE,DP03_0007PE,DP03_0114PE,DP03_0008PE,DP02_0072PE,DP02_0077PE,DP04_0047E,DP04_0049E,DP04_0135E,DP04_0046PE,DP04_0091E,DP04_0091E,DP04_0092E,DP04_0082PE,DP03_0088E,DP04_0089E,DP04_0134E,DP02_0070PE
,Total Population of 18+,Total population 65-74,Total population 16+,,Employed health insurance coverage ages 19-64,Percent of population Employed health insurance coverage ages 19-64,Estimate!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Median household income (dollars),Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability,Estimate!!HOUSING TENURE!!Occupied housing units!!Renter-occupied,Estimate!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit,,Percent Estimate!!HOUSING TENURE!!Occupied housing units!!Owner-occupied,Estimate!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage,Estimate!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage,Estimate!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage,"Percent Estimate!!VALUE!!Owner-occupied units!!$50,000 to $99,999",Estimate!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Per capita income (dollars),Owner-occupied units!!Median (dollars),Estimate!!GROSS RENT!!Occupied units paying rent!!Median (dollars),Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population
"Pinehurst-Southern Pines, NC Micro Area",77829,12.9,81077,,4091,11.2,58531,68.6,42.3,12152,44250,20826,34.3,9526,2.2,981,76.6,18481,18481,12749,14.2,34399,84300,797,95064
"Pittsburgh, PA Metro Area",1886029,11.1,1936873,,103174,9.7,59710,42.1,37,277430,1218837,437409,32.7,308230,1.88,17795,69.6,406651,406651,298931,18.7,35911,222300,832,2299766
"Pittsfield, MA Metro Area",104784,13.2,108235,,8206,14.9,60476,49.6,39.5,15481,65311,21366,32,17573,1.82,492,68.2,22568,22568,15071,5.9,34800,160300,894,124206
"Plattsburgh, NY Micro Area",66514,9.7,67958,,5215,16,56704,24.9,46.7,13418,36041,14146,36.2,9920,1.99,895,68.4,12647,12647,8825,22.1,27980,224800,827,75657
"Pocatello, ID Metro Area",64594,8.4,67606,,2176,6,50748,21.3,38.8,12005,41298,22523,46.5,10639,2.6,352,65.3,12615,12615,7381,10.8,23890,135500,695,86127
"Ponce, PR Metro Area",231162,11.8,238834,,30055,38.9,17607,75.4,60,73396,95595,null,null,32903,2.53,12851,69.4,21117,21117,53545,40.1,10522,165800,428,null
"Port Angeles, WA Micro Area",63662,16.8,65156,,3497,12.7,59001,52.4,49.5,10534,32398,13066,38,9225,2.39,653,72.3,12688,12688,11352,4.8,31365,95100,1032,75399
"Portsmouth, OH Micro Area",58999,10.1,61321,,5703,22.2,37257,52.3,51.4,14293,29793,16420,44.2,9682,2.57,734,66.3,7997,7997,11040,31.9,20997,281800,598,72766
"Pottsville, PA Micro Area",113877,11.4,117900,,5718,10.1,48458,61.9,43.6,17531,66394,28172,36.9,14215,1.93,1323,75.7,22877,22877,21366,30.4,26787,99700,663,134864
"Prescott, AZ Metro Area",194700,18.9,198754,,11399,15,48148,53.8,52.3,36282,94588,37259,29.2,26935,2.41,2114,73.3,39002,39002,34899,4.6,29389,102300,864,230551
"Providence-Warwick, RI-MA Metro Area",1301331,9.8,1343034,,113722,15.3,65083,45.8,35.8,204167,857816,319593,33.9,239105,2.26,8817,61.5,257206,257206,125394,2.1,34960,261700,956,1599767
"Provo-Orem, UT Metro Area",421395,4.6,443358,,14976,5.5,75344,16.5,31.2,77783,304369,210520,35.5,52802,2.99,1613,69.7,90366,90366,31258,0.5,26703,288700,1057,629071
"Pueblo, CO Metro Area",130043,10.7,134639,,16874,26.1,48468,59.8,43.9,25944,75448,37450,40.9,22544,2.35,616,65.3,26487,26487,15923,12.2,24443,330100,775,164346
"Punta Gorda, FL Metro Area",162791,21.3,165477,,6324,11.7,52927,45.6,59.8,27305,66533,22172,34.7,12467,2.39,386,83.4,26460,26460,36048,10.3,30634,173200,1050,181635
"Quincy, IL-MO Micro Area",58657,9.9,60448,,4366,12.8,54948,69.8,34.1,7644,39834,17315,36.6,8421,2.13,933,72.2,12172,12172,9684,25.7,29934,206600,732,74614
"Racine, WI Metro Area",151234,9.6,157399,,9559,11.1,59759,52.6,36.7,22572,99668,45309,30.4,25822,2.35,568,66.4,32722,32722,18264,14.1,29897,130100,847,191419
"Raleigh, NC Metro Area",1034591,7.7,1071251,,34962,5.2,75165,8.5,30.7,151056,742289,327803,31,176354,2.43,5118,65.1,240423,240423,88077,5.1,38365,187300,1128,1353279
"Rapid City, SD Metro Area",113876,11.1,117383,,4605,7,59833,4.3,34.1,15353,75437,33190,36.1,17438,2.21,669,70.2,24269,24269,16802,7.7,32081,267600,804,143165
"Reading, PA Metro Area",326522,9.7,337231,,19177,10,62564,40.3,34.5,43962,220655,93232,35.1,44987,2.43,1995,71.3,73875,73875,38144,9.8,31493,199600,909,415511
"Redding, CA Metro Area",141456,11.9,145037,,10320,16.4,56280,54.3,47.6,32917,75948,38477,43.5,23796,2.56,1051,65.1,27406,27406,16996,3.2,28144,186000,1084,178552
"Reno, NV Metro Area",368904,10.4,380451,,20635,9.2,63466,32.5,33.2,52676,253143,102235,30.5,78428,2.26,1987,58.2,77060,77060,32236,2.3,35705,265000,1097,468079
"Richmond, IN Micro Area",51461,10.4,52822,,3070,11.5,44928,65.1,41.6,9095,30860,14335,41.2,9957,2.13,471,64.9,-999999999,-999999999,-999999999,41.1,24787,361800,652,64470
"Richmond, VA Metro Area",1021650,9.4,1054268,,39193,6.5,67703,21.5,34.4,153312,685949,281141,33.9,171199,2.47,6225,65.6,228858,228858,97359,4.5,35443,92000,1100,1281174
"Richmond-Berea, KY Micro Area",86714,8.9,88940,,8486,17.7,50333,32,38.8,17989,54303,22247,44.8,15212,2.4,1171,61.9,13846,13846,10850,15.4,25527,246100,739,107788
"Riverside-San Bernardino-Ontario, CA Metro Area",3433955,7.7,3570421,,360151,19,65671,54.1,39.1,676919,2159077,1186994,36.7,483970,3.33,12856,64.6,622688,622688,260092,2.9,27329,148000,1321,4557852
"Roanoke, VA Metro Area",251120,11.9,257572,,9100,6.8,55151,23.9,39.9,38879,154598,63297,26.9,41165,2.3,1156,67.5,49773,49773,35749,11.1,31659,360300,894,310072
"Roanoke Rapids, NC Micro Area",56185,12.4,58560,,1334,5.5,37027,28.3,50.3,12974,29076,14065,29.2,9956,2.5,1659,63.3,7727,7727,9435,38.2,21263,178300,695,68105
"Rochester, MN Metro Area",166388,9.2,172704,,11106,10.4,72129,46.4,30.2,16890,120502,53409,29.4,23806,1.96,1450,73.1,43029,43029,21809,6.2,38888,87400,920,217377
"Rochester, NY Metro Area",851007,10.2,875977,,65524,13.8,60190,46.8,37.9,138650,543734,219370,31.4,136951,2.1,2869,68.2,186552,186552,107179,17.7,32706,218000,894,1056022
"Rockford, IL Metro Area",258058,9.8,267367,,19399,13.1,55829,53.8,35,36963,173729,79446,31.9,41426,2.33,1322,68.9,57077,57077,34546,25.9,29503,148000,790,334125
"Rocky Mount, NC Metro Area",113889,11.4,117486,,6982,11.8,46733,35.5,38.9,19384,71785,32082,34.7,20011,2.36,1645,66,20777,20777,18056,26.3,27045,127100,760,144382
"Rome, GA Metro Area",75302,9.4,78167,,1924,5.3,38462,18.3,48.7,18106,40121,22555,38.5,13797,2.67,736,60.2,12430,12430,8445,31,23126,114000,707,95984
"Roseburg, OR Micro Area",88932,14.7,92283,,7564,18.5,47004,44.1,48.4,16157,47500,21319,36.1,13634,2.5,801,70.1,16287,16287,15726,3.5,24881,128200,839,109619
"Roswell, NM Micro Area",48205,9.1,50308,,7429,30.9,43941,53.5,45,10653,27679,16444,48.4,8296,2.54,-999999999,63.3,-999999999,-999999999,-999999999,25.3,21204,216400,783,63616
"Russellville, AR Micro Area",65916,9.1,68612,,4708,14.2,43886,19.3,45,16373,37677,19557,49.5,8325,2.86,961,71.6,11378,11378,9564,34,21289,118600,631,84626
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",1809267,9.1,1868638,,154640,15.2,73142,47,38.3,329745,1150475,535552,33.1,328335,2.68,9739,60.7,359182,359182,147936,1.4,35194,109300,1332,2327208
"Saginaw, MI Metro Area",149952,10.9,154763,,15675,20.5,48990,56.7,43,27888,88200,40615,35.8,23216,2.21,1290,70.5,28678,28678,26846,28.6,28690,415700,747,187529
"Salisbury, MD-DE Metro Area",332411,14.5,342422,,27394,17.3,59214,52.1,43.8,54175,192204,77509,30.9,41901,2.63,3327,74,69117,69117,50287,6.4,31105,105800,1003,400821
"Salt Lake City, UT Metro Area",886763,6.6,922505,,23493,4,73730,20.7,29,131887,654463,335097,31.2,130931,2.67,3995,67.4,195216,195216,76095,0.9,33158,231800,1133,1215530
"San Angelo, TX Metro Area",90898,9.5,93439,,3503,7.3,51851,6.6,35.5,15201,56567,28301,31.9,16460,2.54,679,62.5,12718,12718,14760,20.4,27569,329200,855,113766
"San Antonio-New Braunfels, TX Metro Area",1882990,7.8,1955315,,76022,7.1,57379,19.6,36.7,358781,1221184,634271,37.9,310532,2.71,22295,62.3,302425,302425,210931,16.7,27969,154400,1002,2482269
"San Diego-Carlsbad, CA Metro Area",2620956,8.1,2695957,,218987,14.6,79079,39.7,34.1,428966,1697366,720719,32.5,530366,2.8,10649,53.1,425484,425484,175061,2,37841,182000,1668,3239327
"Sandusky, OH Micro Area",59471,12.3,61565,,4820,15.2,49751,31.4,39.5,9466,37224,15132,32.4,9238,1.97,-999999999,70.8,12505,12505,9932,23.4,30532,606200,779,73745
"San Francisco-Oakland-Hayward, CA Metro Area",3798163,9,3901974,,245478,10.4,107898,33.9,31.9,541266,2655792,929992,30.3,765074,2.55,20377,55,664616,664616,269288,0.7,56393,139700,1944,4702993
"San Germ\u00E1n, PR Metro Area",98197,13.3,100287,,9277,32.9,16737,76.6,64.6,33035,35460,null,null,12184,2.81,-999999999,69.9,8113,8113,20135,42.1,9581,910300,462,null
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1559469,7.5,1607885,,88743,9.1,124696,27.8,32.2,241431,1089586,439345,30,294146,2.86,6435,55.7,258549,258549,111175,0.7,57797,93700,2283,1988755
"San Juan-Carolina-Caguas, PR Metro Area",1649627,11,1702657,,168549,25.7,22757,65.1,52.2,426985,812020,null,null,245385,2.54,89530,67.3,217902,217902,286235,28.1,14209,1091100,526,null
"St. Cloud, MN Metro Area",152510,8.2,157181,,15085,15.6,60759,42.6,29.1,16504,111294,47264,32.5,24273,2.43,742,67.6,31417,31417,19247,6.6,30169,121700,810,198237
"St. George, UT Metro Area",126975,12.1,132037,,4132,6.8,56333,14.9,46.3,23858,70788,44506,34.8,17183,3.01,-999999999,71.3,26674,26674,16006,1.4,27952,191800,984,170207
"St. Joseph, MO-KS Metro Area",99371,9.8,102650,,3618,6.7,53321,12.8,40,15174,61058,27564,35.5,15418,2.36,1890,67.1,17003,17003,14395,27.2,26076,313000,736,120420
"St. Louis, MO-IL Metro Area",2183869,9.5,2254571,,86392,6.7,62790,25.6,34.6,323583,1469973,619874,33.7,359888,2.14,14913,68.4,504135,504135,273455,14.5,35569,131700,891,2769813
"Salem, OH Micro Area",81793,12.1,84414,,6356,15.4,43745,39.2,43.5,13869,47710,20841,34.6,11422,2.14,754,72.7,16294,16294,14168,30.6,24942,180700,603,99004
"Salem, OR Metro Area",326897,9.2,338174,,27940,15.3,57091,51.3,38.3,53761,208535,104875,35.5,60751,2.67,1279,59.7,59790,59790,30188,3.1,27250,102900,1006,425154
"Salinas, CA Metro Area",321491,7.9,333147,,29476,16.9,70681,38.9,38.7,59377,199548,113954,30.4,61503,3.46,2095,51.3,41730,41730,23066,2.4,30674,273400,1511,419413
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",234335,12.5,240351,,14913,12.7,71148,28.9,43.2,42996,134948,49562,30.8,41118,2.48,2875,61.3,43352,43352,21728,1.4,36924,563000,1430,277304
"Santa Cruz-Watsonville, CA Metro Area",221638,10.7,227759,,16396,13.7,86941,50.9,36.3,41242,144966,52546,27.1,37907,2.9,1162,60.1,38498,38498,18589,0.9,42131,593100,1685,272666
"Santa Fe, NM Metro Area",123175,15.6,126083,,10133,16.7,60193,38.1,42.1,20520,73028,26859,28.6,18075,2.34,1391,71.2,25277,25277,19355,2.7,37821,815100,1076,148890
"Santa Maria-Santa Barbara, CA Metro Area",347196,8.4,358433,,25338,13.2,77472,42.8,37,60078,223874,99259,28.8,69620,3.02,2582,52.4,49099,49099,27505,1.1,37172,296100,1653,439566
"Santa Rosa, CA Metro Area",401685,12,413471,,28160,12.2,81395,39,34,54109,272113,98023,30.5,72190,2.62,2489,61.5,76010,76010,39234,2.3,41985,629400,1655,495984
"Savannah, GA Metro Area",300694,8.7,310093,,12167,6.9,58178,16,33.5,46328,203111,88677,35.3,56498,2.5,3096,60.5,55858,55858,30553,10.1,32862,655200,1055,381513
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",444415,11.1,458257,,30770,12.9,54115,48.4,39.3,70555,277814,110852,33.7,74083,2.24,5810,67.5,80119,80119,73529,22.4,28480,205600,793,543792
"Searcy, AR Micro Area",60432,9,63038,,2523,8.9,42270,50.2,47,16393,33429,18258,42.3,10561,2.3,1839,64.3,10863,10863,8153,20.3,24056,140500,671,78323
"Seattle-Tacoma-Bellevue, WA Metro Area",3092686,8.2,3182183,,182314,9.4,87910,36.1,31.3,464596,2166765,845909,32.5,614200,2.31,15485,59.8,657956,657956,254054,1,46204,123300,1563,3894828
"Sebastian-Vero Beach, FL Metro Area",132196,17.3,133911,,4598,8.8,57508,4.5,51.5,21597,65006,24917,26.4,10101,2.71,-999999999,82.5,21070,21070,26465,9.1,37361,487400,939,156228
"Sebring, FL Metro Area",87028,16.5,89467,,3913,12.7,39796,56.8,56.6,13954,38836,18347,31,8675,3.18,-999999999,78.6,13614,13614,18284,30.3,25850,220800,794,104279
"Seneca, SC Micro Area",62788,14.5,64322,,2075,7.6,47132,15.3,50.8,14292,31660,15394,37.1,8419,2.39,800,73.4,10645,10645,12548,17.9,27246,105800,698,77830
"Sevierville, TN Micro Area",77718,12.1,80254,,5990,15.6,47411,13.9,42.1,15784,46460,20095,36,11469,2.75,-999999999,68.9,12482,12482,12910,9.7,23864,165800,804,97115
"Shawnee, OK Micro Area",55526,9.8,57492,,2346,8.3,48776,26,45.6,12206,31282,17075,53.8,8467,2.56,700,68.3,9271,9271,8976,24.8,23510,186800,741,70903
"Sheboygan, WI Metro Area",90274,10.4,93193,,3988,7.3,60896,37.7,34.4,10181,61098,25150,26,13106,2.12,263,71.7,19564,19564,13638,12.4,31211,126400,720,113179
"Shelby, NC Micro Area",75988,10.8,79201,,2089,5.8,40690,39.6,46.1,18403,42645,21641,25.9,11269,2.97,1190,67.4,10919,10919,12386,28,21160,167300,661,97402
"Shelton, WA Micro Area",52969,14.3,54199,,5636,23.2,58094,34.4,47.8,10638,28226,12533,33.8,6977,2.48,-999999999,73,11749,11749,7138,7.5,28050,125800,1055,64382
"Sherman-Denison, TX Metro Area",102645,10.5,106706,,3614,6.6,51158,20.5,39.1,18630,64880,31346,33.9,16167,2.57,819,67,14726,14726,18070,20,27017,230800,894,132750
"Show Low, AZ Micro Area",81102,11,83803,,8691,30,40463,55,55.1,22940,37593,29285,40.8,10030,3.2,1416,70.7,8428,8428,15827,21.1,18125,163100,682,108057
"Shreveport-Bossier City, LA Metro Area",331665,9.7,342831,,31284,18.1,41969,49.5,41.1,65895,198793,104608,36.3,65989,2.44,6099,61.5,56913,56913,48638,19.9,25108,124600,811,427363
"Sierra Vista-Douglas, AZ Metro Area",99523,12.7,102489,,11588,29.9,50495,37.8,51.1,20932,46200,27172,34.7,14049,2.41,1054,71.8,19396,19396,16306,19.2,26657,142600,787,118982
"Sioux City, IA-NE-SD Metro Area",125869,8.7,129527,,7624,9.9,61576,31,31.8,16204,88242,43401,32.4,20997,2.3,1005,68.2,25052,25052,19881,21.3,30725,142200,799,167752
"Sioux Falls, SD Metro Area",196951,8.2,203804,,7155,5.4,61196,34.3,25.5,19519,151285,68749,27.6,33829,2.12,1295,67,45759,45759,23062,6.4,31196,140400,816,262343
"Somerset, PA Micro Area",60858,12.3,62793,,3609,12.8,50988,44.5,46.3,9461,33719,13082,35.9,5992,1.93,1079,79.2,11161,11161,11643,30.1,27908,199500,601,68890
"South Bend-Mishawaka, IN-MI Metro Area",247305,9.7,255702,,11990,8.2,54715,39.4,34.8,37492,166714,75069,32.9,38750,2.21,1803,69.9,56144,56144,33684,24.5,29591,106500,790,319864
"Spartanburg, SC Metro Area",263110,9.9,271060,,9818,6.9,51853,22.9,38.5,45855,166557,78000,37.6,37318,2.48,3657,70.8,53560,53560,36774,18.7,26313,136200,776,336569
"Springfield, IL Metro Area",161896,10.7,167733,,12969,13.9,63521,53.5,35.5,21644,107933,45683,28.9,27712,2.14,1174,68.6,36163,36163,24426,22,34461,147800,830,205600
"Springfield, MA Metro Area",507055,9.8,522928,,51158,18.8,57857,55.3,40.2,101101,312374,124605,33.8,91567,2.28,4003,61.5,93415,93415,52598,3.4,31154,143400,929,625440
"Springfield, MO Metro Area",362333,9.5,373926,,11455,5.8,46905,16.7,40.4,69237,222379,105415,39.2,73200,2.1,3849,62,71671,71671,47642,16.8,26373,237600,746,461694
"Springfield, OH Metro Area",104464,11.1,108194,,9905,18,49875,61.6,39.7,16577,65167,30065,40.3,19269,2.37,1101,65.2,20015,20015,16043,26.9,26272,150100,713,132970
"State College, PA Metro Area",138278,7.9,140974,,4355,6.1,57333,22,43.2,33882,79939,24473,22.4,21542,2.3,869,63.2,21052,21052,15920,6,28362,119200,902,157316
"Statesboro, GA Micro Area",62356,6.7,63454,,2150,7,44179,28,41.2,15775,37314,14933,33.3,13655,2.55,1580,49.6,-999999999,-999999999,-999999999,18.4,21432,234700,779,76484
"Staunton-Waynesboro, VA Metro Area",98232,12.1,100719,,4168,8.1,52625,9.1,41.1,12557,59136,24722,33,15916,2.17,1110,68.2,21061,21061,13068,4.8,27725,146700,869,117366
"Stevens Point, WI Micro Area",57013,9.6,58599,,2317,6.8,57452,18.1,34.9,8480,38056,13919,32.9,9071,1.98,-999999999,68.9,12564,12564,7558,8.3,30300,209100,771,70589
"Stillwater, OK Micro Area",65832,8,67411,,1458,4.5,48031,22.3,42.7,15968,38285,16208,33.1,13953,2.38,891,54.6,8560,8560,8221,13.4,25941,178700,830,80262
"Stockton-Lodi, CA Metro Area",548344,7.5,571146,,63044,20.6,64119,54.4,39.1,109698,347358,204078,38.9,105439,3.21,4117,54.5,88453,88453,38025,1.8,27217,162900,1243,741862
"Sumter, SC Metro Area",81368,9.6,84264,,6641,16.2,45994,42.6,40.9,14791,47487,25116,38.8,15206,2.51,1503,62.4,14435,14435,10755,29.7,22602,366000,804,102056
"Sunbury, PA Micro Area",73283,12,75526,,3701,9.8,47160,62.5,41.3,10326,44297,17711,35.5,11628,2.05,1174,70,13897,13897,13291,22.5,26722,113700,639,87315
"Spokane-Spokane Valley, WA Metro Area",447347,10.4,461098,,45677,18.7,58546,53,39.6,80916,275375,125935,37.8,80536,2.21,2715,64.8,97197,97197,51285,4.5,30712,119400,908,563814
"Syracuse, NY Metro Area",514578,9.8,532143,,38413,13.7,58715,48.9,38.5,92028,326030,135748,31.8,82115,2.19,3227,68.1,107542,107542,67786,21.6,32063,239000,829,644098
"Talladega-Sylacauga, AL Micro Area",74160,11.2,76654,,3097,9.1,42026,11.8,48,16346,39758,18225,43.3,10418,2.26,1203,70.5,12476,12476,12455,27.8,25604,140000,637,89332
"Tallahassee, FL Metro Area",314152,9.2,321896,,12757,7.4,50682,26.1,38.3,56882,198612,73172,35.4,59846,2.45,3913,59.1,50849,50849,35656,14.4,28713,110700,937,376838
"Tampa-St. Petersburg-Clearwater, FL Metro Area",2516526,11.1,2590482,,105874,7.9,54912,26.2,40.3,423151,1540656,624781,34.3,432831,2.45,14297,64.7,457995,457995,336499,10.7,31831,182700,1128,3112216
"Terre Haute, IN Metro Area",133240,9.8,136985,,8038,11.4,50256,40.7,39.8,22447,82347,35133,36.9,22917,2.2,1488,66.2,27024,27024,17806,34.6,25617,210000,724,161896
"Texarkana, TX-AR Metro Area",114798,9.8,118421,,4714,8.7,45212,34.2,47.8,24924,61759,36787,33.2,20702,2.46,1966,63.4,16332,16332,19576,30,25810,99700,729,144466
"The Villages, FL Metro Area",119497,32.7,120634,,1378,6.2,53895,34.5,74.9,14200,30288,9257,24.2,7883,2.04,-999999999,87.5,20043,20043,34928,6,33441,110900,912,119539
"Toledo, OH Metro Area",468000,9.6,482530,,35075,13.3,51321,39.3,36.6,80132,305475,134728,34.4,92477,2.23,3012,62.4,94738,94738,58437,22.8,29222,255200,744,596678
"Topeka, KS Metro Area",177740,11,184137,,8381,8.4,54618,18.8,37.8,25390,114149,54449,34.2,30434,2.16,1415,68.1,38945,38945,25985,22.5,30874,130500,825,228460
"Torrington, CT Micro Area",148104,12.3,152876,,11924,13.9,76043,33.6,34.3,18448,100397,32978,27.1,16410,2.15,1146,77.7,36045,36045,21143,2.5,43008,138400,1012,179743
"Traverse City, MI Micro Area",120599,13.3,124254,,7261,11.3,62207,45.1,39.3,17314,75001,29282,31.1,12027,2.31,-999999999,79.5,26960,26960,19753,7,32654,256100,924,148401
"Trenton, NJ Metro Area",291116,8.8,300103,,14087,8.3,80632,23.5,34.3,46444,197131,78678,23.7,49761,2.54,1790,62.6,53750,53750,29469,7.3,42302,211100,1264,365196
"Twin Falls, ID Metro Area",78955,8.4,83124,,2559,5.5,52292,8.1,37.5,13061,51956,30293,33.1,12524,2.61,1515,68.8,18259,18259,9347,12.4,25583,289700,774,108377
"Truckee-Grass Valley, CA Micro Area",82617,17.5,84536,,8170,21.4,66299,24.1,45.2,13986,46073,17003,29.9,10736,2.2,-999999999,74.1,18855,18855,11856,2.8,37645,182200,1256,98472
"Tucson, AZ Metro Area",822779,11.3,847376,,67072,16.1,53464,50.1,42.4,142206,481650,215561,33.9,151689,2.41,7382,62.3,150794,150794,99840,8.4,29410,456000,887,1017187
"Tullahoma-Manchester, TN Micro Area",81227,10.6,83671,,3749,8.7,49370,41.3,42.4,15364,48027,23183,39.4,11844,2.62,1287,70.9,15591,15591,13221,20.8,26898,198100,744,103354
"Tulsa, OK Metro Area",749124,9.2,775542,,26563,6.2,55633,19.7,36.8,129715,489812,244563,36.4,133682,2.43,7028,65,144181,144181,103725,17.5,30347,151900,839,984265
"Tupelo, MS Micro Area",106319,8.5,109542,,2467,4.4,49206,30,41.6,22839,63781,34086,39.8,14840,2.65,1537,70.6,18717,18717,16978,21.8,24686,154600,749,139034
"Tuscaloosa, AL Metro Area",193253,8.7,199699,,6129,5.9,50939,28.6,40.7,38745,118164,51582,36.5,31315,2.46,2615,64.3,33712,33712,22570,14.8,26239,121400,831,241483
"Tyler, TX Metro Area",173662,9.4,179671,,4099,4.3,58226,15.5,38.3,30892,110572,56361,33,25458,2.65,921,67.1,26746,26746,25126,14.8,29069,163800,954,227757
"Ukiah, CA Micro Area",69071,14.1,71461,,8475,25.5,51830,44,41.6,12040,41461,18510,28.7,14142,2.62,1306,58.2,11323,11323,8329,4,26939,168300,1100,86511
"Valdosta, GA Metro Area",112952,7.8,116534,,2733,5.1,35186,34.4,45.6,29390,60696,32562,33.5,25015,2.62,1368,53.4,16292,16292,12373,22.8,21983,381900,757,139932
"Vallejo-Fairfield, CA Metro Area",347379,9.6,357799,,26001,13.2,84395,36.3,35.8,53437,226696,99109,34.2,56434,2.74,1613,62.9,74075,74075,21782,1.7,35820,136900,1633,434732
"Urban Honolulu, HI Metro Area",772173,9.6,792616,,40379,9.5,84423,38.6,33,102239,491062,207701,31.7,137431,2.81,7075,55.4,113475,113475,57302,0.8,35958,442700,1726,932332
"Utica-Rome, NY Metro Area",230269,10.4,236731,,21711,18.2,55286,47.4,42,39706,136484,60915,31.9,36881,2.14,3167,67.3,42494,42494,33425,28.6,28117,701200,744,282467
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",4816925,7.8,4975028,,231010,7.4,102180,31.8,28.1,605293,3533654,1433154,29.1,814784,2.52,19516,63.5,1090612,1090612,329163,1,49436,129800,1670,6176339
"Waterloo-Cedar Falls, IA Metro Area",132334,9.4,136796,,10564,13.2,56245,58.5,32.5,16604,91903,37205,31,20933,2.26,913,69.4,28900,28900,18551,17.3,29867,433200,766,167611
"Victoria, TX Metro Area",73714,9,75935,,3590,9.1,51683,19.4,39.6,13074,45843,25203,45.1,10947,2.56,-999999999,68.5,12020,12020,11763,20.1,27670,150300,874,97994
"Vineland-Bridgeton, NJ Metro Area",115668,9.1,119757,,9291,16.6,52795,53.9,45.4,19792,65251,35218,35.8,16264,2.83,-999999999,67.5,19731,19731,14039,8.9,25040,146200,1054,139670
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1349582,8.7,1388930,,62454,8.5,65604,23.4,33.7,210085,840492,379003,33.9,257608,2.42,8392,60.6,287618,287618,109249,3.7,33833,166900,1146,1632902
"Visalia-Porterville, CA Metro Area",322871,6.7,339624,,50089,29.1,48817,70.6,40,68725,203251,142801,40.8,57335,3.38,2927,58.8,57468,57468,24394,6.6,22606,254700,905,461439
"Kalamazoo-Portage, MI Metro Area",265746,9.5,274284,,19938,12.8,56016,49.5,34.4,41379,179624,74344,30.5,43257,2.19,1555,67.4,55104,55104,34480,16.6,29950,220700,799,337484
"Kapaa, HI Micro Area",56453,12.3,58085,,3748,11.5,80921,28.3,35.5,7011,37455,15680,30.1,9247,3.16,-999999999,59.2,7789,7789,5649,0.6,32909,160100,1346,71458
"Kalispell, MT Micro Area",79630,12.4,82687,,7695,17.3,53193,60.6,38.4,12836,50938,22410,28.8,10709,2.23,-999999999,72.1,16683,16683,10980,3.9,32619,627800,937,101481
"Kankakee, IL Metro Area",84829,9.4,87441,,6407,13.7,51404,39.4,40.1,15483,52415,25038,39.2,13353,2.54,495,67.1,16636,16636,10653,15.6,26342,320400,864,108094
"Kansas City, MO-KS Metro Area",1622968,8.8,1683577,,54269,5.4,65768,14.2,32.2,230326,1138346,518489,34.2,292182,2.23,11839,65,356874,356874,186036,11.3,35354,147300,968,2118268
"Keene, NH Micro Area",62858,11.8,64295,,3979,11.3,59186,31.7,35.1,9336,41711,13635,30.9,9345,1.99,-999999999,69.1,12047,12047,8816,5.9,34460,196000,900,75709
"Kennewick-Richland, WA Metro Area",211306,8.1,219810,,17752,14.6,64908,39.9,37.1,36752,138110,84884,39.4,32496,2.91,1713,67.2,44605,44605,21887,4.2,30391,192700,948,293073
"Key West, FL Micro Area",63784,14.5,65257,,1789,5.2,71973,22.8,36.8,8701,40529,11243,20.1,11279,2.37,-999999999,64,9005,9005,11078,2.3,50988,248600,1691,73287
