CITY,Year,%homes heating with wood,% 16+ Yrs not in labor force,%workers taking taxi to work,%Total population 65-74,% of Owner Occupied Housing Units,%homes using solar energy,%homes with no heat,% homes heating with coal,%foriegn born,%workers carpooling,%homes using coal for heat energy,Percent of population Employed health insurance coverage ages 19-64,%homes using wood for heat energy,"%homes using oil, Kerosene for heat energy",Percetage of Labor force with Public Health Insurance
"Ashtabula, OH Micro Area",2024,0.00,23.47,1.41,11.05,64.71,100.00,0.92,0.18,100.00,12.80,100.00,5.34,100.00,0.42,38.37
"Searcy, AR Micro Area",2024,1.62,39.06,0.38,12.43,76.17,100.00,1.02,0.00,100.00,6.71,0.00,20.89,100.00,0.00,54.57
"Santa Maria-Santa Barbara, CA Metro Area",2024,4.39,48.63,0.00,13.78,73.66,0.00,0.00,0.00,100.00,5.80,0.00,14.20,100.00,1.31,32.83
"Green Bay, WI Metro Area",2024,0.00,47.76,0.38,16.50,69.58,100.00,0.32,0.00,100.00,8.73,100.00,11.58,100.00,0.00,31.38
"Louisville\/Jefferson County, KY-IN Metro Area",2024,2.23,37.37,0.00,12.39,73.46,0.00,15.01,0.00,100.00,7.27,0.00,6.74,0.00,2.07,12.82
"Johnson City, TN Metro Area",2024,0.30,44.32,0.52,12.29,63.50,100.00,0.87,0.00,100.00,5.96,0.00,22.86,100.00,5.47,46.61
"Blacksburg-Christiansburg-Radford, VA Metro Area",2024,2.88,29.01,0.28,10.40,67.89,100.00,0.56,0.00,100.00,6.35,21.70,15.39,100.00,12.68,38.64
"Fargo, ND-MN Metro Area",2024,0.88,52.18,0.16,18.20,82.64,100.00,40.78,0.00,100.00,10.38,6.50,10.40,100.00,2.06,15.27
"Phoenix-Mesa-Scottsdale, AZ Metro Area",2024,7.05,43.10,0.00,11.46,73.32,0.00,0.00,0.69,100.00,9.04,100.00,20.97,0.00,18.79,48.84
"Jamestown-Dunkirk-Fredonia, NY Micro Area",2024,0.06,35.76,3.36,8.92,64.69,100.00,0.52,0.01,100.00,8.45,0.00,11.06,100.00,2.76,27.00
"Atlantic City-Hammonton, NJ Metro Area",2024,0.00,40.45,0.36,10.36,61.18,0.00,0.84,0.00,100.00,7.00,0.00,11.77,0.00,0.00,57.34
"Orangeburg, SC Micro Area",2024,0.00,43.47,0.00,12.24,73.64,0.00,0.68,0.37,100.00,7.65,100.00,5.36,0.00,0.00,21.52
"Russellville, AR Micro Area",2024,0.00,32.10,1.71,8.24,65.81,100.00,0.35,0.11,100.00,7.13,100.00,11.80,0.00,10.02,45.39
"Homosassa Springs, FL Metro Area",2024,0.00,28.08,1.78,8.07,55.28,0.00,0.77,0.00,100.00,8.99,0.00,7.42,0.00,0.00,17.44
"Waco, TX Metro Area",2024,0.00,37.00,1.00,11.32,63.17,100.00,0.80,0.00,100.00,6.15,0.00,11.67,100.00,6.01,11.39
"Cumberland, MD-WV Metro Area",2024,0.00,40.08,1.33,10.01,56.08,100.00,0.62,0.00,100.00,10.70,0.00,12.70,100.00,0.00,47.75
"Wisconsin Rapids-Marshfield, WI Micro Area",2024,0.00,47.50,0.29,13.27,71.83,100.00,0.86,0.00,100.00,6.25,16.23,21.48,0.00,0.82,27.06
"Ottawa-Peru, IL Micro Area",2024,2.50,44.37,1.14,11.48,74.13,0.00,2.24,0.22,100.00,11.40,65.80,11.60,100.00,12.91,30.29
"Grand Junction, CO Metro Area",2024,1.42,40.11,0.05,11.81,66.37,100.00,31.26,0.00,100.00,10.06,100.00,12.93,100.00,0.00,48.87
"Casper, WY Metro Area",2024,2.40,43.11,3.72,11.13,72.12,100.00,1.08,0.00,100.00,8.35,100.00,22.45,100.00,6.75,50.48
"Opelousas, LA Micro Area",2024,0.00,37.93,1.37,13.08,72.96,100.00,0.56,0.04,100.00,5.18,28.93,19.58,0.00,18.63,63.29
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2024,2.80,46.68,0.00,14.70,76.87,53.73,0.52,0.47,100.00,5.93,100.00,21.53,100.00,13.10,45.61
"Hanford-Corcoran, CA Metro Area",2024,0.00,36.91,0.00,12.99,71.80,0.00,0.18,0.46,100.00,5.00,100.00,1.84,100.00,0.00,14.45
"Hermiston-Pendleton, OR Micro Area",2024,0.00,52.09,0.56,14.36,71.59,100.00,13.69,0.15,100.00,14.03,100.00,23.55,100.00,4.60,63.54
"Carson City, NV Metro Area",2024,0.00,44.43,0.00,12.03,76.53,100.00,0.50,0.00,100.00,6.11,13.11,23.85,100.00,4.63,72.69
"Marion, IN Micro Area",2024,0.00,44.08,0.85,7.25,59.52,100.00,10.97,0.00,51.73,10.83,0.00,27.53,0.00,3.73,26.17
"Fort Collins, CO Metro Area",2024,2.49,38.47,0.74,10.03,77.96,100.00,1.07,2.74,100.00,7.99,100.00,16.83,100.00,12.41,45.13
"Albany, OR Metro Area",2024,2.16,31.40,0.56,9.68,73.35,100.00,0.51,0.01,100.00,4.67,0.00,3.65,100.00,40.16,21.82
"Manchester-Nashua, NH Metro Area",2024,0.00,49.38,0.00,15.56,78.00,100.00,2.04,0.33,100.00,5.37,100.00,29.16,100.00,10.99,69.98
"Texarkana, TX-AR Metro Area",2024,12.00,43.36,0.00,11.49,71.01,0.00,0.00,0.04,100.00,9.48,10.37,19.91,100.00,0.00,48.38
"New Castle, PA Micro Area",2024,0.00,25.50,1.85,6.91,62.01,100.00,1.09,0.00,100.00,5.38,47.60,7.04,100.00,0.00,28.23
"Talladega-Sylacauga, AL Micro Area",2024,0.00,43.30,0.00,12.28,72.35,32.65,0.75,0.00,100.00,10.37,0.00,10.45,0.00,0.00,44.07
"Yakima, WA Metro Area",2024,0.00,43.65,0.48,14.09,73.91,100.00,1.20,0.00,100.00,6.91,0.00,8.99,0.00,0.00,34.74
"Idaho Falls, ID Metro Area",2024,0.70,44.24,0.00,13.77,71.05,100.00,0.60,0.00,100.00,8.18,0.00,39.66,100.00,0.98,78.00
"Mobile, AL Metro Area",2024,2.90,40.40,0.56,10.74,73.12,100.00,0.33,0.08,100.00,8.24,100.00,26.04,100.00,20.98,55.13
"Martinsville, VA Micro Area",2024,0.00,35.82,1.28,8.33,69.47,100.00,0.19,0.00,100.00,12.88,0.00,16.33,100.00,0.00,30.70
"Seattle-Tacoma-Bellevue, WA Metro Area",2024,0.48,38.72,0.00,13.09,79.64,100.00,0.94,0.00,100.00,7.05,0.00,16.83,0.00,0.00,39.29
"Shelby, NC Micro Area",2024,0.51,33.29,1.94,11.22,67.96,100.00,1.76,1.09,100.00,9.09,100.00,18.60,100.00,10.73,50.05
"Paducah, KY-IL Micro Area",2024,0.00,40.19,9.95,13.67,66.56,100.00,0.00,0.00,100.00,5.93,100.00,15.85,100.00,6.12,69.02
"Mount Pleasant, MI Micro Area",2024,0.00,49.70,0.00,11.84,64.22,100.00,1.27,0.00,100.00,4.81,10.15,29.16,100.00,0.00,55.41
"Dunn, NC Micro Area",2024,0.00,41.24,0.76,11.84,59.79,100.00,0.98,0.00,100.00,8.29,100.00,12.90,100.00,0.00,26.90
"Springfield, MA Metro Area",2024,3.34,42.92,1.16,16.40,59.67,100.00,1.11,0.00,100.00,8.66,0.00,19.64,100.00,0.00,53.48
"Durham-Chapel Hill, NC Metro Area",2024,0.00,43.06,0.11,11.38,62.71,100.00,1.63,0.00,100.00,6.64,100.00,14.39,100.00,0.00,45.43
"Coos Bay, OR Micro Area",2024,0.00,37.25,0.57,9.06,68.50,100.00,0.78,0.04,100.00,8.17,48.63,7.97,100.00,0.00,46.56
"Worcester, MA-CT Metro Area",2024,0.00,45.72,0.72,14.29,74.41,100.00,1.37,0.00,100.00,5.13,0.00,11.89,0.00,0.00,26.78
"Des Moines-West Des Moines, IA Metro Area",2024,1.60,46.29,0.00,14.16,69.99,0.00,0.56,0.20,100.00,9.83,45.05,20.89,100.00,2.05,38.34
"Morgantown, WV Metro Area",2024,6.68,45.31,0.00,13.50,80.98,16.40,0.11,0.00,100.00,7.36,0.00,20.25,100.00,1.73,79.67
"Truckee-Grass Valley, CA Micro Area",2024,0.00,39.40,0.00,9.23,73.03,100.00,0.85,0.16,100.00,9.13,75.07,17.10,100.00,0.00,57.18
"Palm Bay-Melbourne-Titusville, FL Metro Area",2024,2.21,38.78,0.27,14.65,73.99,100.00,0.70,0.24,100.00,7.81,100.00,8.34,100.00,6.49,42.45
"Mount Airy, NC Micro Area",2024,1.62,52.91,0.45,13.50,61.22,58.15,1.68,0.22,100.00,5.12,98.65,38.82,100.00,0.00,83.76
"Gainesville, GA Metro Area",2024,0.05,32.75,0.00,9.13,62.38,100.00,0.91,0.33,100.00,8.72,100.00,21.35,100.00,8.84,52.03
"Roanoke, VA Metro Area",2024,3.61,49.02,0.34,16.76,76.95,0.00,0.00,0.00,100.00,6.66,0.00,17.80,100.00,66.74,51.45
"Terre Haute, IN Metro Area",2024,17.10,48.22,0.08,13.94,82.45,0.00,0.16,0.03,100.00,10.28,4.67,13.70,100.00,0.00,48.68
"Lubbock, TX Metro Area",2024,4.76,40.87,0.00,13.47,76.79,0.00,10.03,0.00,100.00,6.52,0.00,9.23,100.00,5.13,28.52
"Tuscaloosa, AL Metro Area",2024,2.60,40.38,1.62,11.59,59.78,91.03,1.01,0.56,100.00,8.06,100.00,15.22,100.00,10.58,32.20
"Chambersburg-Waynesboro, PA Metro Area",2024,0.00,42.41,1.37,12.62,60.13,100.00,1.00,0.00,100.00,6.21,100.00,8.28,100.00,0.00,18.30
"Helena, MT Micro Area",2024,0.00,48.62,0.00,12.41,65.77,100.00,9.17,0.07,100.00,12.80,0.00,24.37,0.00,0.00,58.05
"DuBois, PA Micro Area",2024,0.00,33.23,0.66,9.55,69.19,100.00,1.78,0.00,100.00,10.87,0.00,8.36,100.00,0.00,20.13
"Sioux City, IA-NE-SD Metro Area",2024,0.00,34.46,3.41,10.60,61.24,100.00,3.62,0.00,100.00,7.72,100.00,13.35,100.00,0.00,20.23
"Lancaster, PA Metro Area",2024,0.00,34.53,0.85,7.35,64.46,100.00,1.00,0.00,100.00,6.73,0.00,11.21,100.00,8.75,18.55
"Charlotte-Concord-Gastonia, NC-SC Metro Area",2024,3.18,40.54,0.00,14.07,77.27,100.00,1.97,2.63,100.00,6.85,100.00,18.54,100.00,39.21,38.56
"Rome, GA Metro Area",2024,3.01,45.81,1.58,15.23,79.66,100.00,0.58,3.61,100.00,7.33,100.00,17.50,100.00,36.40,49.38
"Shawnee, OK Micro Area",2024,3.05,40.78,1.33,10.27,60.88,100.00,1.33,1.22,100.00,7.42,100.00,20.56,100.00,12.83,71.30
"El Centro, CA Metro Area",2024,0.00,50.09,0.00,12.95,65.26,100.00,19.03,0.00,100.00,8.08,0.00,25.66,100.00,0.00,55.63
"Redding, CA Metro Area",2024,0.00,44.92,0.58,12.83,76.96,100.00,0.75,0.00,100.00,5.27,100.00,13.87,100.00,2.54,66.80
"Hinesville, GA Metro Area",2024,2.27,34.27,0.95,7.36,68.90,0.00,0.00,1.46,100.00,6.28,100.00,9.21,100.00,17.74,32.85
"Anchorage, AK Metro Area",2024,0.43,46.61,0.00,13.57,78.79,24.93,0.45,0.00,100.00,9.06,0.00,20.03,0.00,0.00,62.07
"Bend-Redmond, OR Metro Area",2024,0.00,39.67,1.81,9.21,72.53,100.00,1.65,0.17,100.00,10.05,100.00,7.78,0.00,9.38,12.10
"Monroe, LA Metro Area",2024,2.95,32.76,0.00,12.21,74.09,0.00,0.45,0.27,100.00,8.23,100.00,16.44,100.00,19.30,32.38
"Stockton-Lodi, CA Metro Area",2024,0.00,49.30,1.50,16.26,80.01,100.00,2.20,0.17,100.00,8.93,70.80,14.68,100.00,0.00,39.38
"Brownsville-Harlingen, TX Metro Area",2024,0.85,42.19,0.24,12.81,64.31,100.00,1.57,0.04,100.00,8.61,100.00,19.13,100.00,0.00,28.09
"Chillicothe, OH Micro Area",2024,0.00,34.81,0.50,10.50,68.52,100.00,0.53,0.12,100.00,12.40,100.00,14.61,100.00,11.51,31.45
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2024,3.43,29.78,0.70,11.66,65.15,100.00,0.04,0.52,100.00,7.92,100.00,12.89,100.00,3.32,43.74
"Sumter, SC Metro Area",2024,0.00,53.08,0.00,19.35,88.68,0.00,3.48,0.18,100.00,9.56,73.05,8.72,100.00,0.00,7.75
"Hartford-West Hartford-East Hartford, CT Metro Area",2024,0.00,44.69,0.00,11.44,63.76,0.00,0.27,0.00,100.00,7.45,0.00,19.37,0.00,0.00,47.36
"Flint, MI Metro Area",2024,0.00,44.57,0.00,11.31,74.18,100.00,1.01,0.02,100.00,7.53,100.00,17.92,100.00,0.07,54.04
"Athens, TX Micro Area",2024,0.00,29.12,1.61,11.86,70.01,100.00,0.88,0.63,100.00,12.12,100.00,16.99,100.00,3.16,51.59
"Tallahassee, FL Metro Area",2024,4.46,42.48,0.00,15.05,80.66,77.60,0.67,0.00,100.00,10.31,0.00,10.81,0.00,0.00,49.49
"LaGrange, GA Micro Area",2024,9.66,45.44,2.02,16.28,75.55,100.00,19.10,0.26,100.00,12.48,100.00,23.20,100.00,8.53,64.42
"Greenfield Town, MA Micro Area",2024,3.02,36.77,0.72,11.93,68.33,100.00,0.03,0.00,100.00,11.34,0.00,13.32,100.00,35.88,34.64
"Santa Rosa, CA Metro Area",2024,6.02,49.01,0.00,11.79,76.38,0.00,0.00,0.00,100.00,9.24,0.00,15.92,100.00,0.84,51.08
"Elizabeth City, NC Micro Area",2024,1.57,41.86,0.21,14.80,78.41,100.00,0.00,0.00,100.00,8.98,0.00,7.81,100.00,0.00,40.46
"Hilo, HI Micro Area",2024,0.00,44.11,0.64,13.04,71.10,100.00,0.00,0.95,100.00,8.18,100.00,12.11,100.00,5.34,28.21
"Lake Charles, LA Metro Area",2024,1.15,44.18,1.90,14.72,75.02,100.00,28.11,0.39,100.00,8.16,100.00,19.21,100.00,10.33,32.80
"Auburn-Opelika, AL Metro Area",2024,0.00,42.49,0.00,11.67,61.68,0.00,0.93,0.80,100.00,7.48,100.00,16.05,100.00,4.25,53.86
"Ocala, FL Metro Area",2024,0.17,33.00,0.00,9.02,69.45,100.00,0.31,0.00,100.00,8.77,0.00,17.87,100.00,12.72,40.47
"Twin Falls, ID Metro Area",2024,0.00,45.81,0.00,10.91,73.18,100.00,0.00,3.61,100.00,9.79,100.00,17.99,100.00,11.68,35.60
"Tulsa, OK Metro Area",2024,2.39,37.64,1.30,11.98,68.56,0.00,0.66,0.19,100.00,7.51,100.00,15.35,100.00,20.42,31.78
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2024,0.18,45.44,0.00,11.69,78.46,0.00,0.00,1.70,100.00,8.36,100.00,18.09,0.00,7.03,46.07
"Lewiston-Auburn, ME Metro Area",2024,1.16,36.18,0.00,10.30,67.51,100.00,0.77,0.00,100.00,8.22,0.00,13.52,100.00,0.00,30.40
"California-Lexington Park, MD Metro Area",2024,0.00,47.15,0.00,10.67,64.70,100.00,0.94,0.04,100.00,13.93,100.00,26.05,100.00,0.00,55.70
"Lake Havasu City-Kingman, AZ Metro Area",2024,0.00,33.50,1.00,8.71,61.70,100.00,1.33,0.06,100.00,8.05,100.00,7.12,100.00,0.10,8.85
"Johnstown, PA Metro Area",2024,2.04,44.21,0.37,12.64,64.52,100.00,0.56,0.00,100.00,7.71,0.00,23.24,100.00,13.05,64.06
"Longview, WA Metro Area",2024,1.12,34.32,0.60,12.17,68.56,100.00,0.45,2.62,100.00,8.48,100.00,9.66,100.00,19.08,22.37
"Lebanon, PA Metro Area",2024,0.18,35.18,2.07,11.72,73.26,100.00,0.96,0.00,100.00,8.97,100.00,14.21,100.00,0.00,51.35
"Florence, SC Metro Area",2024,0.00,33.85,0.00,10.45,71.68,100.00,0.78,0.02,100.00,6.22,100.00,11.49,100.00,0.00,35.29
"Laredo, TX Metro Area",2024,0.00,42.05,0.00,9.02,61.99,100.00,0.54,0.00,100.00,9.05,0.00,20.25,0.00,0.00,43.04
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",2024,0.00,36.97,0.49,8.31,58.95,100.00,0.86,0.09,100.00,12.09,100.00,16.88,100.00,3.09,49.09
"Bismarck, ND Metro Area",2024,2.90,27.77,0.08,9.14,65.57,100.00,0.63,0.00,100.00,5.97,0.00,10.71,100.00,9.33,30.92
"Warner Robins, GA Metro Area",2024,0.00,34.99,0.86,12.41,75.11,100.00,0.80,0.02,100.00,7.47,49.90,13.65,100.00,9.72,29.19
"Danville, VA Micro Area",2024,21.26,42.35,0.02,11.74,76.83,100.00,1.04,0.37,100.00,6.91,100.00,30.45,100.00,18.23,77.27
"Charlottesville, VA Metro Area",2024,2.68,39.02,0.00,13.14,74.47,59.93,1.22,2.30,100.00,5.39,100.00,19.67,100.00,38.41,45.96
"Rochester, NY Metro Area",2024,0.00,39.45,0.11,11.74,67.67,100.00,1.59,0.00,100.00,5.18,0.00,19.88,100.00,0.00,29.59
"Corpus Christi, TX Metro Area",2024,0.00,37.25,0.77,9.90,72.64,29.15,0.53,0.00,100.00,9.78,15.85,9.18,0.00,0.00,40.29
"St. George, UT Metro Area",2024,0.49,35.52,0.00,8.64,61.60,100.00,0.00,0.45,100.00,10.68,100.00,12.59,100.00,3.59,60.12
"Ocean City, NJ Metro Area",2024,0.00,33.81,0.00,5.66,59.54,100.00,0.38,0.00,100.00,8.34,0.00,23.88,100.00,8.75,56.13
"Oak Harbor, WA Micro Area",2024,0.19,40.49,0.00,10.51,69.14,0.00,1.21,0.00,100.00,9.67,0.00,13.48,0.00,13.50,19.77
"San Germ\u00E1n, PR Metro Area",2024,5.83,28.14,0.00,8.57,58.82,0.00,0.00,0.08,100.00,15.74,0.00,9.18,100.00,9.31,31.49
"Corning, NY Micro Area",2024,0.00,38.77,0.78,9.89,67.12,100.00,0.49,0.00,100.00,8.31,0.00,8.99,100.00,0.00,47.74
"Harrisburg-Carlisle, PA Metro Area",2024,0.00,38.53,0.00,12.56,71.58,0.00,0.42,0.00,100.00,5.33,0.00,8.69,0.00,0.00,31.56
"Quincy, IL-MO Micro Area",2024,0.00,37.96,0.43,10.05,71.07,100.00,1.04,0.00,100.00,7.00,53.33,10.71,100.00,0.00,17.99
"San Juan-Carolina-Caguas, PR Metro Area",2024,5.49,28.10,0.00,9.26,65.38,0.00,0.00,0.99,100.00,12.41,100.00,11.66,100.00,16.01,31.97
"Sherman-Denison, TX Metro Area",2024,0.00,26.41,2.09,6.73,66.18,100.00,0.81,0.18,100.00,8.61,100.00,5.90,100.00,5.05,25.62
"Lincoln, NE Metro Area",2024,4.25,49.07,0.43,15.04,77.74,31.47,1.25,0.32,100.00,8.52,100.00,17.56,100.00,8.42,51.77
"Salinas, CA Metro Area",2024,0.03,38.00,0.33,12.37,74.64,100.00,0.26,0.68,100.00,6.28,100.00,12.03,100.00,2.54,49.35
"Stevens Point, WI Micro Area",2024,0.00,39.96,1.90,10.40,70.62,100.00,0.87,1.22,100.00,8.38,100.00,17.41,100.00,3.88,78.39
"Huntsville, AL Metro Area",2024,5.35,45.25,0.21,13.45,73.87,37.45,0.68,0.05,100.00,7.11,0.00,15.19,100.00,9.60,45.65
"Staunton-Waynesboro, VA Metro Area",2024,0.00,35.33,0.00,10.72,70.34,100.00,0.00,0.37,100.00,9.52,100.00,13.80,100.00,0.00,61.97
"Riverside-San Bernardino-Ontario, CA Metro Area",2024,0.00,51.72,0.61,16.09,76.65,0.00,0.00,0.00,100.00,6.73,0.00,22.50,0.00,0.00,48.26
"Augusta-Richmond County, GA-SC Metro Area",2024,3.13,51.16,0.00,13.79,65.95,0.00,0.95,1.39,100.00,7.25,100.00,21.57,100.00,11.47,37.03
"Columbus, IN Metro Area",2024,6.08,38.76,0.96,11.04,64.93,100.00,0.66,0.02,100.00,10.03,20.40,21.22,100.00,1.84,69.27
"Macon-Bibb County, GA Metro Area",2024,3.04,29.69,0.26,10.32,70.79,100.00,17.56,0.08,100.00,10.64,100.00,20.70,100.00,15.53,48.34
"Fayetteville, NC Metro Area",2024,0.00,45.09,0.34,16.54,94.13,100.00,0.94,0.00,100.00,12.97,0.00,12.16,0.00,1.92,25.04
"Dayton, OH Metro Area",2024,0.90,38.40,0.50,11.96,69.51,100.00,0.80,0.00,100.00,17.37,0.00,12.01,100.00,0.00,25.68
"Beaver Dam, WI Micro Area",2024,0.00,44.46,0.18,13.46,65.95,100.00,2.28,0.20,100.00,9.13,100.00,17.80,100.00,0.00,40.78
"Kalamazoo-Portage, MI Metro Area",2024,0.91,55.02,0.00,14.01,73.36,100.00,1.79,0.00,100.00,8.50,0.00,15.13,100.00,0.00,41.33
"Dothan, AL Metro Area",2024,1.01,42.28,0.00,13.37,75.57,100.00,0.38,0.20,100.00,11.78,74.30,21.66,0.00,2.46,33.64
"Marshall, TX Micro Area",2024,0.00,38.24,1.62,9.53,66.44,100.00,0.06,0.00,100.00,9.57,0.00,15.07,100.00,0.00,29.61
"Waterloo-Cedar Falls, IA Metro Area",2024,0.40,47.54,0.00,13.85,75.12,0.00,1.12,1.84,100.00,6.41,100.00,14.80,0.00,9.57,41.32
"Lewiston, ID-WA Metro Area",2024,0.86,35.06,0.00,10.88,66.70,0.00,0.64,0.00,100.00,10.32,0.00,15.77,100.00,0.00,60.32
"Claremont-Lebanon, NH-VT Micro Area",2024,3.60,38.19,0.60,12.06,59.20,100.00,1.14,0.07,100.00,8.86,100.00,23.06,100.00,0.00,55.63
"Tyler, TX Metro Area",2024,1.42,40.68,1.72,10.81,55.44,100.00,1.87,0.52,100.00,8.32,100.00,17.35,100.00,10.46,35.37
"Rocky Mount, NC Metro Area",2024,1.52,43.32,1.01,11.01,70.20,100.00,0.68,4.81,100.00,7.75,100.00,21.68,100.00,49.08,51.05
"Visalia-Porterville, CA Metro Area",2024,0.73,47.19,0.00,13.32,70.74,100.00,1.34,0.00,100.00,7.45,0.00,12.01,100.00,0.00,31.19
"Modesto, CA Metro Area",2024,0.88,32.42,0.71,9.65,67.01,0.00,0.59,0.27,100.00,8.36,100.00,14.53,100.00,18.04,29.04
"Fort Payne, AL Micro Area",2024,0.00,31.94,1.85,9.50,68.99,100.00,1.23,0.81,100.00,7.83,100.00,17.13,100.00,5.06,48.78
"Knoxville, TN Metro Area",2024,0.00,38.14,0.00,8.90,69.56,100.00,12.16,0.03,100.00,9.46,28.75,5.75,0.00,0.00,30.76
"Savannah, GA Metro Area",2024,4.99,49.50,0.00,13.03,78.11,100.00,0.00,0.00,100.00,9.15,19.40,21.43,100.00,0.57,66.40
"Richmond, IN Micro Area",2024,0.38,39.35,0.92,13.55,73.82,0.00,0.86,0.02,100.00,6.44,100.00,14.44,100.00,30.18,62.08
"Frankfort, KY Micro Area",2024,0.16,38.40,4.44,10.47,62.67,100.00,0.93,0.74,100.00,8.96,100.00,18.27,100.00,11.05,53.72
"Salisbury, MD-DE Metro Area",2024,0.00,42.12,0.74,14.72,77.71,0.00,0.93,0.00,100.00,8.30,98.53,6.27,0.00,0.00,34.82
"Moses Lake, WA Micro Area",2024,0.77,46.72,0.00,13.39,76.03,73.75,1.91,0.00,100.00,5.88,0.00,26.03,0.00,0.00,78.56
"Hutchinson, KS Micro Area",2024,1.31,43.49,0.00,14.31,75.96,100.00,0.71,0.04,100.00,8.55,8.70,32.93,100.00,10.73,74.92
"Meadville, PA Micro Area",2024,0.71,31.60,0.76,12.85,70.98,100.00,0.40,0.00,100.00,6.74,0.00,9.30,100.00,21.44,32.92
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2024,1.43,28.00,0.87,9.96,68.00,100.00,1.17,0.03,100.00,8.57,13.97,18.38,100.00,2.16,43.60
"Hammond, LA Metro Area",2024,4.47,46.09,0.00,13.23,76.03,0.00,0.49,0.00,100.00,7.68,0.00,13.48,100.00,0.00,38.37
"Raleigh, NC Metro Area",2024,0.00,40.73,3.44,12.01,68.81,100.00,0.51,0.04,100.00,8.64,100.00,14.74,100.00,3.99,29.86
"Albany, GA Metro Area",2024,4.48,36.49,0.02,11.05,71.74,100.00,0.70,0.85,100.00,9.04,100.00,5.65,100.00,7.16,32.13
"Greeley, CO Metro Area",2024,0.00,43.35,0.09,15.10,72.68,100.00,0.00,0.00,100.00,6.76,100.00,5.25,100.00,0.00,16.45
"Rapid City, SD Metro Area",2024,0.00,44.37,3.24,11.75,69.20,100.00,1.02,0.07,100.00,6.92,100.00,17.38,100.00,6.71,57.91
"Atlanta-Sandy Springs-Roswell, GA Metro Area",2024,0.97,37.20,0.44,12.39,74.04,0.00,1.11,0.04,100.00,6.75,31.27,13.20,0.00,2.90,40.28
"Greeneville, TN Micro Area",2024,5.17,44.48,0.36,17.29,66.99,100.00,0.21,0.00,100.00,8.48,100.00,11.73,100.00,37.69,29.55
"Jonesboro, AR Metro Area",2024,3.17,37.36,1.08,11.62,64.09,100.00,0.76,0.00,100.00,9.18,0.00,14.62,100.00,0.61,52.25
"Clearlake, CA Micro Area",2024,0.00,30.16,0.69,10.82,67.20,0.00,1.24,0.06,100.00,9.06,17.73,5.45,0.00,24.79,47.35
"Statesboro, GA Micro Area",2024,0.00,29.50,0.00,12.04,67.04,100.00,0.00,0.16,100.00,9.57,100.00,12.81,100.00,7.74,39.66
"Pueblo, CO Metro Area",2024,0.00,43.21,0.00,15.70,78.87,100.00,2.69,0.05,100.00,5.88,29.10,9.26,0.00,0.00,26.23
"Danville, IL Metro Area",2024,20.50,46.03,0.36,12.12,76.79,100.00,1.29,0.30,100.00,9.37,56.00,28.14,100.00,7.59,64.13
"La Crosse-Onalaska, WI-MN Metro Area",2024,0.00,42.14,0.00,10.76,67.93,100.00,35.38,0.22,100.00,10.98,100.00,12.36,0.00,0.76,21.10
"St. Joseph, MO-KS Metro Area",2024,0.00,39.59,0.00,7.82,59.61,100.00,2.08,0.00,100.00,12.97,100.00,20.03,100.00,0.00,71.88
"Mount Vernon-Anacortes, WA Metro Area",2024,0.99,50.96,0.13,11.28,61.94,100.00,0.19,0.63,100.00,8.03,100.00,32.24,100.00,2.59,59.97
"Lafayette, LA Metro Area",2024,11.78,43.47,0.09,12.54,66.93,100.00,1.06,0.06,100.00,13.25,100.00,16.53,100.00,1.48,35.53
"Providence-Warwick, RI-MA Metro Area",2024,0.00,40.92,0.26,11.31,77.09,100.00,2.09,0.00,100.00,5.89,0.00,13.53,0.00,0.00,20.58
"Klamath Falls, OR Micro Area",2024,0.00,36.58,0.00,9.17,73.08,0.00,0.30,0.00,100.00,9.66,0.00,5.06,55.77,0.00,31.62
"Ponce, PR Metro Area",2024,0.00,27.90,1.78,10.36,67.07,100.00,0.00,0.00,100.00,9.27,36.67,3.43,100.00,0.86,27.27
"Ames, IA Metro Area",2024,0.00,43.05,0.00,14.62,77.96,0.00,0.00,0.00,100.00,10.16,0.00,19.10,0.00,0.00,56.88
"Holland, MI Micro Area",2024,0.00,35.90,1.57,11.30,58.45,100.00,0.71,0.00,100.00,9.75,100.00,6.31,0.00,0.00,16.04
"Clarksville, TN-KY Metro Area",2024,1.81,40.56,0.43,13.57,64.87,46.18,0.99,0.09,100.00,10.69,10.43,19.10,0.00,18.06,50.99
"Decatur, AL Metro Area",2024,0.00,39.88,0.00,12.54,69.08,100.00,1.95,0.00,100.00,13.18,0.00,10.12,100.00,0.00,19.18
"Lake City, FL Micro Area",2024,2.46,44.34,1.20,13.85,71.03,100.00,1.30,0.55,100.00,7.19,100.00,20.44,100.00,11.08,47.76
"Kankakee, IL Metro Area",2024,0.00,56.31,0.00,17.85,76.40,0.00,0.00,0.00,100.00,8.74,0.00,16.64,100.00,3.69,42.26
"Kingston, NY Metro Area",2024,0.00,38.65,0.04,11.57,74.14,100.00,0.40,0.00,100.00,10.25,0.00,10.19,70.03,0.00,37.07
